student_no,province,age,gender,nationality,religion,f_Educ,father_occupation,m_Educ,mother_occupation,family_size,ordinal_position,family_monthlyIncome,no_members_income,tuition_support,school_expenses,shs_school_type,strand,grade12_cgpa,pr_verbal_language,pr_reading_compre,pr_english,pr_math,pr_non_verbal,pr_basic_cmp,pr_clerical,selected_college_score,course,total_units,institute,performance
20601145,Outside,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Undergraduate/Vocational,,3,Only Child,D,Max of 2,Relatives,Relatives,Private,ABM,92.0,91,96,78,67,52,87,61,79.95,Accountancy,26,SBA,high
20572468,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,6,3rd,F,Max of 2,Parents,Parents,Private,ABM,84.66,79,45,27,67,91,5,61,51.5,BSAeronautical,25,SEA,medium
20580671,Pampanga,18,F,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,Skilled and technical jobs,6,2nd,E,Max of 2,Parents,Parents,Private,ABM,95.5,91,31,27,88,80,61,53,56.8,Accountancy,26,SBA,high
20594542,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,Skilled and technical jobs,5,Middle,F,Max of 2,Parents,Parents,Private,HUMSS,83.78,37,45,10,16,42,29,4,28.75,BA Comm,23,SAS,high
20583235,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,helping and teaching occupation,7,Youngest,A,Max of 4,Parents,Parents,Private,STEM,90.5,91,67,78,82,86,87,73,79.45,BSITAreaNetAdmi,23,CICT,high
20586172,Pampanga,19,F,Filipino,Protestant,HS,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,7,2nd,E,Max of 6,Parents,Parents,Private,TVL,84.61,52,19,53,16,7,16,2,27.0,BSHRM,26,SHTM,high
20591954,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,HS,,8,4th,E,More than 6,Parents,Parents,Private,HUMSS,89.71,79,84,87,31,11,29,53,53.65,English-BSED,26,SED,high
20598153,Pampanga,19,M,Filipino,Roman Catholic,Elementary,Skilled and technical jobs,HS,,5,Eldest,D,Max of 2,Parents,Parents,Private,ABM,87.72,97,79,87,92,97,69,49,83.9,Accountancy,26,SBA,high
20599773,Pampanga,20,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Undergraduate/Vocational,,5,Eldest,D,Max of 2,Parents,Parents,Private,STEM,87.36,37,96,87,67,52,77,37,66.8,CE,25,SEA,high
20590863,Pampanga,19,F,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,College Graduate,,7,Eldest,E,Max of 2,Parents,Parents,Public,ABM,89.5,91,59,17,82,52,29,41,55.9,Accountancy,26,SBA,high
20573976,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Undergraduate/Vocational,,6,2nd,F,Max of 2,Parents,Parents,Private,HUMSS,89.34,79,59,67,31,52,46,23,52.4,Criminology,26,CCJEF,high
20573504,Pampanga,18,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,mgmt. sales and entrepreneural occupations,6,Youngest,F,Max of 4,Parents,Parents,Private,HUMSS,80.53,24,31,40,16,24,29,37,29.25,Criminology,26,CCJEF,mlow
20571862,Outside,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,5,Eldest,D,Max of 2,Parents,Parents,Private,TVL,95.43,79,94,87,99,86,83,79,87.1,BSTourism,26,SHTM,high
20633760,Pampanga,19,M,Filipino,Roman Catholic,Elementary,mgmt. sales and entrepreneural occupations,Elementary,mgmt. sales and entrepreneural occupations,10,6th,E,More than 6,Educational Plan,Parents,Public,GAS,86.5,14,52,17,92,11,12,7,40.2,CE,25,SEA,medium
20615130,Outside,19,F,Filipino,Born Again Christian,HS,Skilled and technical jobs,HS,Skilled and technical jobs,7,Middle,E,Max of 6,Parents,Parents,Private,HUMSS,94.5,37,67,27,58,24,92,73,54.85,English-BSED,26,SED,high
20602045,Pampanga,20,M,Filipino,Protestant,College Graduate,Skilled and technical jobs,HS,Skilled and technical jobs,6,2nd,B,More than 6,Relatives,Parents,Private,ABM,90.0,14,52,10,58,32,29,61,40.2,IE,25,SEA,medium
20637775,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,College Graduate,office and clerical jobs,4,Eldest,D,Max of 2,Scholarships and Grants,Parents,Private,ABM,84.94,14,45,17,75,42,46,53,43.9,Accountancy,26,SBA,medium
20574630,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,,5,Middle,F,Max of 2,Parents,Parents,Private,ABM,92.38,91,91,78,75,52,37,82,76.1,Accountancy,26,SBA,high
20581244,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,College Graduate,office and clerical jobs,4,Eldest,F,Max of 6,Relatives,Relatives,Private,STEM,92.14,79,91,78,23,72,92,26,62.6,CE,25,SEA,high
20607456,Pampanga,18,M,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,HS,Skilled and technical jobs,5,Eldest,F,Max of 2,Relatives,Relatives,Private,TVL,92.0,87,19,40,50,52,92,33,47.55,BSTourism,26,SHTM,high
20578138,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,4,Youngest,F,Max of 2,Parents,Parents,Private,STEM,90.15,87,99,67,98,97,96,26,85.95,CE,25,SEA,high
20605847,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,5,Youngest,E,Max of 4,Parents,Parents,Public,ABM,89.5,24,52,53,58,52,8,15,44.3,BusMgt,23,SBA,high
20634524,Pampanga,18,M,Filipino,Born Again Christian,Post Graduate,scientific and allied medical positions,College Graduate,office and clerical jobs,4,Eldest,B,None,Parents,Parents,Private,STEM,91.0,97,94,67,75,24,61,23,78.25,BA Comm,23,SAS,high
20567485,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,Skilled and technical jobs,7,2nd,E,Max of 4,Parents,Parents,Public,STEM,91.88,91,37,53,82,97,77,20,66.25,BSAeronautical,25,SEA,high
20583156,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,HS,,5,Middle,E,Max of 2,Parents,Parents,Private,HUMSS,87.56,14,45,27,40,62,53,41,42.05,Math,26,SED,medium
20613093,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,,4,Youngest,E,Max of 2,Parents,Parents,Private,STEM,88.38,79,67,67,75,62,77,45,69.1,CE,25,SEA,medium
20600324,Pampanga,19,M,Filipino,Roman Catholic,HS,helping and teaching occupation,College Graduate,helping and teaching occupation,5,Youngest,F,Max of 4,Scholarships and Grants,Parents,Private,STEM,92.39,37,79,53,92,62,69,69,69.65,BSAeronautical,25,SEA,high
20614882,Outside,19,M,Filipino,Roman Catholic,College Graduate,,College Graduate,,4,Eldest,D,Max of 2,Relatives,Relatives,Private,STEM,93.0,24,96,53,11,52,92,91,54.35,BSAeronautical,25,SEA,high
20583055,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,,6,2nd,F,Max of 2,Scholarships and Grants,Parents,Private,STEM,92.21,52,84,40,75,80,94,49,69.65,Comp. Engg.,25,SEA,medium
20603520,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,helping and teaching occupation,HS,,7,Eldest,E,Max of 2,Educational Plan,Scholarships and Grants,Private,TVL,91.0,24,59,67,67,80,77,57,58.7,BSTourism,26,SHTM,high
20570332,Pampanga,19,M,Filipino,Roman Catholic,HS,helping and teaching occupation,College Undergraduate/Vocational,,5,Middle,F,Max of 4,Parents,Parents,Private,ABM,90.82,79,52,40,31,17,46,65,45.25,Accountancy,26,SBA,high
20572378,Pampanga,20,F,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,College Graduate,,4,Youngest,C,Max of 2,Parents,Parents,Private,STEM,90.5,91,84,1,82,7,98,15,63.05,Architecture,26,SEA,medium
20628538,Outside,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,4,Eldest,D,Max of 2,Parents,Parents,Private,STEM,87.0,24,91,78,88,80,94,79,76.9,BSAeronautical,25,SEA,medium
20570490,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,7,Eldest,D,Max of 2,Parents,Parents,Private,ABM,89.04,24,84,97,67,42,83,87,72.4,Accountancy,26,SBA,high
20609403,Outside,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,Skilled and technical jobs,5,Middle,F,Max of 2,Parents,Parents,Private,ABM,94.5,37,88,98,75,62,69,76,76.7,Accountancy,26,SBA,high
20592584,Pampanga,19,F,Filipino,Roman Catholic,,mgmt. sales and entrepreneural occupations,,mgmt. sales and entrepreneural occupations,6,3rd,B,Max of 2,Parents,Parents,Private,STEM,92.25,52,59,17,50,97,92,57,58.4,Architecture,26,SEA,high
20636212,Pampanga,19,F,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,5,Eldest,F,Max of 2,Parents,Parents,Private,ABM,95.5,24,52,53,75,32,23,69,49.9,Accountancy,26,SBA,high
20584844,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,,6,Youngest,C,Max of 4,Parents,Parents,Private,HUMSS,87.66,24,24,53,58,11,77,26,37.25,BSBA-HRMgmt,23,SBA,medium
20579218,Pampanga,18,M,Filipino,Roman Catholic,,Skilled and technical jobs,Post Graduate,helping and teaching occupation,6,Eldest,E,Max of 2,Parents,Parents,Private,STEM,87.04,24,94,67,11,62,96,37,62.5,BSCompsci,23,CICT,high
20598118,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,Skilled and technical jobs,3,Only Child,C,Max of 2,Parents,Parents,Public,STEM,91.5,24,73,67,58,97,29,82,62.65,Accountancy,26,SBA,high
20577767,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,7,Eldest,E,Max of 2,Relatives,Relatives,Private,ABM,89.88,24,88,53,75,97,69,87,72.7,Accountancy,26,SBA,high
20614252,Pampanga,18,M,Filipino,Roman Catholic,,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,4,Youngest,E,Max of 2,Parents,Parents,Private,STEM,93.0,79,73,27,58,17,23,33,50.95,BSAeronautical,25,SEA,high
20603092,Outside,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,,6,2nd,E,Max of 2,Parents,Parents,Private,ABM,91.0,79,79,87,50,72,83,20,66.35,Architecture,26,SEA,high
20574944,Pampanga,18,M,Filipino,Roman Catholic,HS,,HS,Skilled and technical jobs,8,Youngest,F,Max of 2,Parents,Parents,Private,HUMSS,86.3,24,14,40,82,95,61,79,54.55,BPEd,26,SED,high
20630147,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,mgmt. sales and entrepreneural occupations,5,Middle,F,Max of 2,Relatives,Parents,Private,ABM,93.67,91,24,40,58,80,46,37,48.35,Accountancy,26,SBA,high
20600346,Pampanga,18,F,Filipino,Iglesia Ni Cristo,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,4,Eldest,D,Max of 2,Parents,Self,Private,STEM,85.11,52,45,10,40,32,46,61,36.75,BusMgt,23,SBA,high
20629945,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,Skilled and technical jobs,3,Only Child,D,Max of 2,Parents,Parents,Public,STEM,96.0,87,88,5,92,17,77,33,65.3,Accountancy,26,SBA,high
20611102,Pampanga,18,M,Filipino,Born Again Christian,HS,"artistic, musical, writing",College Graduate,office and clerical jobs,6,2nd,E,Max of 4,Parents,Parents,Private,HUMSS,87.5,91,99,93,50,11,92,17,80.6,BSPsychology,23,SAS,high
20574066,Pampanga,19,M,Filipino,Born Again Christian,HS,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,5,Middle,D,None,Parents,Parents,Private,STEM,89.47,91,24,10,88,52,77,79,62.25,ME,25,SEA,high
20586870,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,Post Graduate,scientific and allied medical positions,5,Eldest,A,Max of 2,Scholarships and Grants,Parents,Private,ABM,86.5,79,88,97,50,62,61,91,73.05,BSAeronautical,25,SEA,medium
20579185,Pampanga,19,F,Filipino,Seventh Day Adventist ,Post Graduate,helping and teaching occupation,Post Graduate,helping and teaching occupation,4,Eldest,B,Max of 2,Parents,Parents,Private,STEM,92.08,52,97,93,82,91,98,65,85.5,BS MedTech,31,SNAMS,high
20584877,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,office and clerical jobs,4,Eldest,D,Max of 2,Parents,Parents,Private,STEM,85.08,91,59,10,40,42,92,49,54.75,ME,25,SEA,medium
20571693,Outside,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,,4,Youngest,F,Max of 2,Parents,Parents,Public,STEM,95.0,99,99,97,97,80,53,15,83.4,BSAeronautical,25,SEA,high
20601000,Pampanga,18,M,Filipino,Roman Catholic,HS,helping and teaching occupation,HS,,4,Youngest,F,Max of 2,Relatives,Relatives,Private,ABM,92.69,87,91,27,88,86,92,15,75.25,Accountancy,26,SBA,high
20591910,Outside,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,6,3rd,B,Max of 4,Parents,Parents,Private,STEM,88.31,37,52,93,67,86,77,1,58.4,ME,25,SEA,mlow
20570117,Pampanga,19,M,Filipino,Iglesia Ni Cristo,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,,7,Middle,E,Max of 6,Scholarships and Grants,Parents,Private,ABM,90.0,37,88,27,67,42,87,65,63.7,Accountancy,26,SBA,high
20602023,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,6,Youngest,C,Max of 4,Parents,Parents,Private,STEM,88.5,24,96,93,88,95,69,49,71.7,BSITAreaWebDev,23,CICT,high
20603024,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Middle,C,Max of 2,Parents,Self,Public,ABM,87.7,79,94,93,88,86,87,33,86.6,Accountancy,26,SBA,high
20635424,Pampanga,18,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,5,Eldest,D,Max of 2,Parents,Parents,Public,TVL,92.0,14,84,87,67,95,53,8,68.25,Accountancy,26,SBA,high
20594046,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Youngest,F,Max of 2,Parents,Parents,Private,ABM,93.44,37,73,67,58,32,69,37,59.2,Accountancy,26,SBA,high
20597220,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,7,Youngest,E,Max of 2,Parents,Parents,Public,STEM,91.83,14,88,67,67,80,83,20,61.45,ME,25,SEA,medium
20570848,Pampanga,19,F,Filipino,Roman Catholic,,Skilled and technical jobs,,office and clerical jobs,4,Eldest,E,Max of 2,Parents,Parents,Private,ABM,91.59,79,45,53,95,95,92,41,69.1,Accountancy,26,SBA,high
20587465,Outside,18,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,,3,Only Child,E,Max of 2,Parents,Parents,Private,STEM,92.0,79,84,27,88,24,46,26,58.5,BSEMC-DA,23,CICT,high
20571895,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,6,Youngest,D,Max of 2,Parents,Parents,Private,ABM,91.0,91,45,67,23,72,77,49,54.6,Accountancy,26,SBA,high
20574213,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Middle,A,Max of 2,Parents,Parents,Private,ABM,87.19,52,94,27,82,80,83,49,72.6,Accountancy,26,SBA,high
20602034,Pampanga,19,M,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,helping and teaching occupation,4,Eldest,C,Max of 2,Parents,Parents,Private,STEM,87.5,37,59,67,88,80,87,76,69.25,BSITAreaWebDev,23,CICT,medium
20577003,Pampanga,18,F,Filipino,Baptist,HS,Skilled and technical jobs,College Undergraduate/Vocational,,4,Youngest,E,Max of 2,Parents,Parents,Private,ABM,96.82,94,67,93,82,72,92,87,80.6,Accountancy,26,SBA,high
20571840,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,10,7th,E,Max of 2,Parents,Parents,Private,TVL,93.11,24,88,53,75,80,77,73,66.35,BSTourism,26,SHTM,high
20610562,Pampanga,19,M,Filipino,Born Again Christian,College Graduate,"artistic, musical, writing",College Graduate,Skilled and technical jobs,5,Youngest,E,Max of 2,Parents,Parents,Private,STEM,90.33,37,97,87,50,62,98,1,62.25,BSAeronautical,25,SEA,high
20573177,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,4,Eldest,C,Max of 4,Relatives,Parents,Private,ABM,79.91,87,24,27,92,32,53,26,54.65,BSAeronautical,25,SEA,mlow
20584260,Pampanga,18,M,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Eldest,A,Max of 2,Parents,Parents,Private,STEM,90.44,87,91,93,67,24,98,26,73.05,BSITAreaNetAdmi,23,CICT,high
20582910,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Youngest,E,Max of 4,Parents,Parents,Private,ABM,95.18,52,45,40,23,72,37,20,41.2,Accountancy,26,SBA,high
20569937,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,4,Youngest,F,Max of 2,Parents,Self,Public,STEM,92.5,94,37,78,88,80,46,84,72.3,IE,25,SEA,high
20634107,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,office and clerical jobs,6,Eldest,D,Max of 2,Parents,Parents,Private,STEM,91.19,91,88,87,50,32,77,82,77.95,BSPsychology,23,SAS,high
20609673,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,Post Graduate,mgmt. sales and entrepreneural occupations,4,Eldest,B,Max of 2,Parents,Parents,Private,STEM,88.0,37,37,5,67,32,53,49,42.9,BSITAreaNetAdmi,23,CICT,medium
20573662,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,office and clerical jobs,College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,E,Max of 2,Parents,Parents,Private,ABM,91.75,94,94,87,82,80,83,20,84.35,Accountancy,26,SBA,high
20577835,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,office and clerical jobs,8,5th,E,Max of 2,Parents,Parents,Private,STEM,88.54,37,73,40,82,91,77,73,68.75,EE,25,SEA,high
20615264,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,HS,helping and teaching occupation,6,Youngest,E,Max of 4,Parents,Parents,Public,TVL,91.0,24,67,67,58,42,46,57,55.8,Accountancy,26,SBA,high
20601213,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Middle,C,Max of 4,Parents,Parents,Private,TVL,87.93,52,67,78,50,91,77,41,63.55,BSCulinary,26,SHTM,high
20572920,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,7,Eldest,A,Max of 2,Parents,Parents,Private,TVL,93.9,94,59,53,82,80,83,69,70.3,BSCulinary,26,SHTM,high
20571388,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Undergraduate/Vocational,,5,Youngest,B,Max of 2,Parents,Parents,Private,ABM,90.69,87,84,78,82,62,94,37,79.45,Accountancy,26,SBA,high
20581457,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,Skilled and technical jobs,5,Middle,E,Max of 2,Parents,Parents,Private,ABM,87.09,91,31,99,67,52,87,37,62.4,Accountancy,26,SBA,high
20578195,Pampanga,18,M,Filipino,Roman Catholic,,mgmt. sales and entrepreneural occupations,,mgmt. sales and entrepreneural occupations,4,Youngest,F,Max of 4,Parents,Parents,Private,STEM,88.22,1,79,27,58,91,77,73,57.25,CE,25,SEA,high
20570545,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,7,4th,B,Max of 2,Parents,Parents,Private,STEM,91.17,79,73,78,95,86,83,53,80.2,CE,25,SEA,high
20569544,Pampanga,18,M,Filipino,Roman Catholic,HS,"artistic, musical, writing",College Graduate,mgmt. sales and entrepreneural occupations,7,2nd,D,Max of 2,Parents,Parents,Private,GAS,91.0,37,37,67,40,72,23,15,43.1,BusMgt,23,SBA,high
20607052,Outside,18,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,Post Graduate,helping and teaching occupation,4,Eldest,D,Max of 2,Parents,Parents,Private,STEM,91.0,14,67,93,58,11,92,33,52.9,Architecture,26,SEA,medium
20604633,Pampanga,19,M,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Eldest,E,Max of 2,Parents,Parents,Public,STEM,95.0,98,91,87,99,98,94,82,93.75,IE,25,SEA,high
20611967,Pampanga,19,M,Filipino,Roman Catholic,,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,6,Eldest,E,Max of 2,Parents,Parents,Private,STEM,92.97,37,84,78,31,62,69,41,55.1,BSAeronautical,25,SEA,high
20630340,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,6,2nd,D,Max of 2,Parents,Parents,Private,STEM,90.16,87,91,67,67,86,53,45,73.1,BSAeronautical,25,SEA,high
20598636,Pampanga,17,M,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,,4,Eldest,D,Max of 2,Parents,Parents,Public,STEM,96.0,99,94,98,99,97,94,49,92.2,IE,25,SEA,high
20616941,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,,College Graduate,mgmt. sales and entrepreneural occupations,5,Middle,E,None,Parents,Parents,Private,ABM,86.86,79,94,87,40,62,77,10,69.05,Accountancy,26,SBA,high
20613767,Outside,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,4,Youngest,C,Max of 2,Parents,Parents,Private,STEM,85.5,87,37,27,82,91,37,84,64.85,BSAeronautical,25,SEA,high
20584552,Pampanga,18,F,Filipino,Born Again Christian,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Graduate,office and clerical jobs,8,3rd,E,Max of 2,Parents,Parents,Private,ABM,89.22,87,98,87,98,86,77,82,91.15,Accountancy,26,SBA,high
20595868,Pampanga,19,F,Filipino,Born Again Christian,Elementary,Skilled and technical jobs,Elementary,,5,Eldest,D,Max of 6,Parents,Parents,Private,TVL,82.32,14,59,40,50,86,69,76,52.45,Architecture,26,SEA,mlow
20579848,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Middle,D,Max of 2,Parents,Parents,Private,ABM,90.63,91,91,53,67,91,77,53,77.2,Accountancy,26,SBA,high
20575495,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,office and clerical jobs,College Graduate,office and clerical jobs,4,Eldest,A,Max of 2,Parents,Parents,Private,STEM,87.5,91,94,93,31,91,98,20,70.4,Architecture,26,SEA,high
20614601,Outside,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Undergraduate/Vocational,Skilled and technical jobs,5,Youngest,E,Max of 2,Parents,Parents,Private,STEM,91.0,87,91,87,67,95,87,53,80.2,ELECENG,25,SEA,high
20599470,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,helping and teaching occupation,7,Youngest,F,More than 6,Parents,Parents,Private,ABM,93.5,24,31,40,50,72,46,79,43.45,Accountancy,23,SBA,high
20615580,Pampanga,19,M,Filipino,Born Again Christian,Elementary,Skilled and technical jobs,HS,Skilled and technical jobs,6,Eldest,E,Max of 2,Parents,Parents,Public,TVL,87.0,14,31,40,58,91,53,26,46.3,BPEd,26,SED,high
20615556,Pampanga,18,F,Filipino,Born Again Christian,Post Graduate,scientific and allied medical positions,College Graduate,scientific and allied medical positions,6,2nd,A,More than 6,Parents,Parents,Private,STEM,83.0,52,59,27,16,7,69,69,45.95,BS MedTech,31,SNAMS,medium
20573526,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,5,Middle,E,Max of 4,Parents,Parents,Private,ABM,89.25,79,79,40,58,62,83,76,67.5,Accountancy,26,SBA,high
20571186,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Eldest,E,Max of 2,Parents,Parents,Private,ABM,97.28,24,59,97,97,95,69,82,74.55,Accountancy,26,SBA,high
20602844,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,"artistic, musical, writing",Post Graduate,scientific and allied medical positions,6,Youngest,B,None,Parents,Parents,Private,STEM,94.67,37,88,67,95,24,87,53,70.0,CE,25,SEA,high
20572198,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Undergraduate/Vocational,,7,4th,D,Max of 2,Parents,Parents,Private,ABM,96.97,87,84,67,75,24,96,73,74.6,Accountancy,26,SBA,high
20569285,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,office and clerical jobs,4,Eldest,D,Max of 2,Parents,Parents,Private,ABM,91.38,97,73,87,67,72,53,17,70.55,BA Comm,23,SAS,high
20579681,Pampanga,20,M,Filipino,Roman Catholic,College Graduate,,College Graduate,office and clerical jobs,6,Eldest,F,Max of 2,Parents,Parents,Private,ABM,90.75,52,84,93,95,95,96,79,86.4,Accountancy,26,SBA,high
20606646,Pampanga,19,F,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,scientific and allied medical positions,4,Eldest,C,Max of 2,Parents,Parents,Private,HUMSS,87.5,37,31,17,23,80,69,87,42.95,BSHRM,26,SHTM,high
20627482,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,Skilled and technical jobs,5,Middle,D,Max of 4,Parents,Parents,Public,TVL,84.0,37,45,27,67,62,92,20,45.7,Criminology,26,CCJEF,medium
