student_no,province,age,gender,nationality,religion,f_Educ,father_occupation,m_Educ,mother_occupation,family_size,ordinal_position,family_monthlyIncome,no_members_income,tuition_support,school_expenses,shs_school_type,strand,grade12_cgpa,pr_verbal_language,pr_reading_compre,pr_english,pr_math,pr_non_verbal,pr_basic_cmp,pr_clerical,selected_college_score,course,total_units,institute,performance
20638798,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,office and clerical jobs,6,2nd,D,Max of 2,Scholarships and Grants,Parents,Private,STEM,87.39,7,59,78,58,42,77,7,53.95,BSBA-MktgMgmt,23,SBA,medium
20627730,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Graduate,Skilled and technical jobs,6,2nd,B,Max of 2,Parents,Parents,Private,STEM,87.83,98,88,67,95,91,77,73,85.0,BSCompsci,23,CICT,high
20584855,Pampanga,19,F,Filipino,Iglesia Ni Cristo,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,,5,Eldest,F,Max of 6,Parents,Parents,Private,TVL,92.88,24,73,67,23,32,69,20,42.75,CE,25,SEA,medium
20594812,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,4,Eldest,D,Max of 2,Parents,Parents,Private,ABM,93.29,98,98,99,88,42,98,69,89.1,Accountancy,26,SBA,high
20601606,Pampanga,19,M,Filipino,Seventh Day Adventist ,College Graduate,scientific and allied medical positions,College Graduate,helping and teaching occupation,5,Eldest,D,Max of 2,Parents,Parents,Public,STEM,88.5,91,84,67,92,98,92,45,83.65,CE,25,SEA,medium
20587656,Pampanga,19,F,Filipino,Iglesia Ni Cristo,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,helping and teaching occupation,6,Eldest,F,Max of 2,Parents,Parents,Private,TVL,88.43,7,73,67,58,17,46,37,44.9,BSCompsci,23,CICT,medium
20606613,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,College Graduate,office and clerical jobs,5,Middle,C,Max of 4,Parents,Parents,Private,ABM,84.43,52,94,53,82,42,46,82,70.65,Accountancy,26,SBA,high
20587702,Pampanga,19,F,Filipino,Roman Catholic,HS,helping and teaching occupation,College Undergraduate/Vocational,helping and teaching occupation,7,Eldest,F,Max of 2,Relatives,Parents,Private,TVL,85.22,52,45,17,92,62,94,26,40.1,BSNursing,36,SNAMS,high
20616186,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,helping and teaching occupation,College Graduate,office and clerical jobs,6,2nd,D,Max of 2,Parents,Parents,Private,STEM,85.79,52,59,93,40,42,37,45,49.55,BSEMC-DA,23,CICT,medium
20637022,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,6,Eldest,C,Max of 2,Parents,Parents,Private,TVL,82.32,14,14,40,7,7,29,23,21.0,BSHRM,26,SHTM,medium
20577418,Pampanga,19,F,Filipino,Born Again Christian,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,HS,mgmt. sales and entrepreneural occupations,4,Eldest,F,Max of 2,Relatives,Parents,Private,STEM,90.54,79,96,99,95,91,94,92,92.4,Architecture,26,SEA,high
20581931,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,Skilled and technical jobs,7,Middle,E,Max of 2,Parents,Parents,Private,STEM,91.15,94,84,67,92,97,92,84,88.35,BSITAreaWebDev,23,CICT,high
20570782,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,Skilled and technical jobs,6,Eldest,E,Max of 2,Parents,Relatives,Private,STEM,89.4,94,52,53,95,62,83,49,72.95,ME,25,SEA,high
20607131,Pampanga,19,M,Filipino,Roman Catholic,,Skilled and technical jobs,College Undergraduate/Vocational,Skilled and technical jobs,4,Eldest,F,Max of 2,Parents,Parents,Private,STEM,87.5,52,84,53,67,80,53,65,66.45,ME,25,SEA,mlow
20577611,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,4,Eldest,E,Max of 2,Parents,Parents,Private,STEM,94.0,37,45,67,50,72,1,15,42.55,BSAeronautical,25,SEA,medium
20570185,Pampanga,19,F,Filipino,Roman Catholic,HS,,Elementary,,4,Youngest,F,Max of 2,Parents,Parents,Private,ABM,90.16,52,37,93,82,80,46,33,60.9,BusMgt,23,SBA,high
20591098,Pampanga,18,M,Filipino,Roman Catholic,College Undergrad/Vocational,helping and teaching occupation,College Graduate,helping and teaching occupation,8,Youngest,D,Max of 4,Parents,Parents,Private,STEM,83.61,24,94,78,50,62,46,12,54.7,BSAeronautical,25,SEA,mlow
20634513,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,scientific and allied medical positions,5,Youngest,C,Max of 4,Parents,Parents,Private,STEM,87.0,87,79,67,98,52,83,33,72.7,BSITAreaWebDev,23,CICT,medium
20571028,Pampanga,19,F,Filipino,Roman Catholic,,office and clerical jobs,College Graduate,"artistic, musical, writing",5,Eldest,E,Max of 2,Relatives,Parents,Private,ABM,89.84,7,59,67,75,32,69,87,55.55,BSBA-MktgMgmt,26,SBA,high
20606861,Pampanga,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,College Graduate,helping and teaching occupation,6,2nd,B,Max of 2,Parents,Parents,Private,STEM,92.93,52,94,93,82,80,94,65,80.3,BSAeronautical,25,SEA,high
20606106,Pampanga,19,F,Filipino,Roman Catholic,HS,helping and teaching occupation,College Graduate,helping and teaching occupation,4,Youngest,D,Max of 2,Parents,Parents,Private,TVL,94.48,91,91,53,40,32,29,57,58.95,Comp. Engg.,25,SEA,high
20627594,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,scientific and allied medical positions,Post Graduate,helping and teaching occupation,7,Middle,A,Max of 2,Parents,Parents,Private,STEM,90.0,94,73,87,50,42,92,20,67.3,BSITAreaNetAdmi,23,CICT,high
20587860,Pampanga,18,M,Filipino,Roman Catholic,,Skilled and technical jobs,,,7,Middle,F,None,Relatives,Parents,Private,TVL,92.5,37,31,17,31,91,87,20,41.0,BSAeronautical,25,SEA,medium
20579308,Pampanga,19,F,Filipino,Born Again Christian,College Graduate,helping and teaching occupation,HS,mgmt. sales and entrepreneural occupations,6,Eldest,F,Max of 6,Parents,Parents,Private,HUMSS,86.69,7,24,27,31,32,5,61,27.45,Criminology,26,CCJEF,high
20579973,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,"artistic, musical, writing",College Graduate,mgmt. sales and entrepreneural occupations,4,Eldest,D,Max of 2,Parents,Parents,Private,ABM,91.22,91,94,78,40,72,77,91,76.45,Accountancy,26,SBA,high
20571298,Pampanga,20,F,Filipino,Roman Catholic,HS,,College Graduate,office and clerical jobs,6,3rd,B,Max of 2,Parents,Parents,Private,ABM,93.06,79,91,97,95,95,61,94,89.05,Accountancy,26,SBA,high
20570174,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,,College Graduate,scientific and allied medical positions,5,Middle,F,Max of 2,Scholarships and Grants,Parents,Private,ABM,93.16,87,59,67,82,91,83,89,74.7,Accountancy,26,SBA,high
20610731,Pampanga,18,F,Filipino,Roman Catholic,HS,mgmt. sales and entrepreneural occupations,College Graduate,,8,5th,D,None,Parents,Parents,Public,STEM,92.0,79,67,17,7,52,53,17,43.3,Biological,26,SED,high
20615343,Pampanga,19,M,Filipino,Roman Catholic,Elementary,Skilled and technical jobs,Elementary,Skilled and technical jobs,4,Youngest,F,Max of 4,Parents,Parents,Private,HUMSS,80.5,52,31,40,67,52,29,5,43.35,CE,25,SEA,mlow
20635637,Pampanga,18,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,5,Middle,E,Max of 2,Relatives,Relatives,Private,ABM,98.77,91,67,87,92,52,53,45,73.4,Accountancy,26,SBA,high
20634153,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,office and clerical jobs,College Graduate,mgmt. sales and entrepreneural occupations,4,Eldest,F,Max of 2,Parents,Parents,Private,STEM,91.5,79,94,98,92,91,69,69,86.35,CE,25,SEA,high
20628426,Outside,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,5,Youngest,C,Max of 2,Parents,Parents,Private,STEM,90.7,79,96,53,98,86,77,37,80.85,BSAeronautical,25,SEA,high
20612024,Outside,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,,6,Eldest,D,Max of 2,Parents,Parents,Private,HUMSS,91.0,52,59,87,67,91,46,41,61.95,BSTourism,26,SHTM,high
20583281,Pampanga,17,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,Skilled and technical jobs,5,Middle,C,Max of 2,Parents,Parents,Private,STEM,88.33,37,24,78,50,86,83,37,50.8,IE,25,SEA,medium
20633848,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,helping and teaching occupation,College Undergraduate/Vocational,,7,4th,E,Max of 6,Relatives,Parents,Private,STEM,90.5,87,73,5,67,24,29,26,52.8,CE,25,SEA,medium
20578691,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,mgmt. sales and entrepreneural occupations,,,5,Middle,C,Max of 2,Parents,Parents,Private,ABM,92.72,79,84,67,97,72,69,89,81.1,Accountancy,26,SBA,high
20577082,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,scientific and allied medical positions,7,Middle,C,Max of 2,Parents,Parents,Private,ABM,83.72,7,19,17,50,52,16,69,32.75,BusMgt,23,SBA,medium
20594992,Pampanga,19,M,Filipino,Iglesia Ni Cristo,HS,,College Graduate,helping and teaching occupation,6,Eldest,F,Max of 2,Relatives,Parents,Private,HUMSS,86.0,79,19,53,23,62,96,65,51.95,BSCulinary,26,SHTM,high
20574281,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,Skilled and technical jobs,4,Eldest,D,Max of 2,Parents,Parents,Private,STEM,88.83,91,84,67,82,86,77,45,78.45,Architecture,26,SEA,high
20601336,Outside,20,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Middle,D,Max of 2,Parents,Parents,Public,ABM,96.5,94,73,53,58,42,61,84,65.35,Accountancy,26,SBA,high
20567575,Pampanga,19,M,Filipino,Iglesia Ni Cristo,College Graduate,Skilled and technical jobs,College Graduate,,5,Eldest,C,Max of 2,Parents,Parents,Private,STEM,84.71,91,37,27,67,24,46,10,48.5,BSAeronautical,25,SEA,mlow
20590942,Pampanga,19,F,Filipino,Roman Catholic,,helping and teaching occupation,College Graduate,helping and teaching occupation,5,Eldest,D,More than 6,Parents,Parents,Private,TVL,92.91,37,52,78,40,80,87,53,58.8,BSCulinary,26,SHTM,high
20569252,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,helping and teaching occupation,3,Only Child,C,Max of 4,Parents,Parents,Private,STEM,92.62,87,91,67,58,80,46,26,69.2,BS MedTech,31,SNAMS,high
20613330,Outside,18,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,office and clerical jobs,6,Youngest,C,Max of 4,Parents,Parents,Private,STEM,88.96,94,84,93,82,62,83,61,81.3,Architecture,26,SEA,medium
20574156,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,office and clerical jobs,3,Only Child,B,Max of 2,Parents,Parents,Private,ABM,92.54,94,88,87,82,86,61,84,84.15,Accountancy,26,SBA,high
20579174,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,F,Max of 2,Parents,Parents,Private,STEM,94.54,97,79,53,82,32,92,76,76.15,ME,25,SEA,high
20608086,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,10,5th,F,Max of 2,Parents,Parents,Public,ABM,94.0,52,84,1,50,97,16,41,53.9,Accountancy,26,SBA,high
20609234,Outside,18,M,Filipino,Roman Catholic,,mgmt. sales and entrepreneural occupations,College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,C,Max of 4,Parents,Parents,Private,STEM,88.28,87,97,10,82,42,98,79,75.85,BSAeronautical,25,SEA,high
20573741,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,College Undergraduate/Vocational,scientific and allied medical positions,6,Eldest,F,Max of 2,Parents,Parents,Private,ABM,93.13,79,73,97,82,86,53,94,79.35,Accountancy,26,SBA,high
20581301,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,,3,Only Child,D,Max of 4,Parents,Parents,Private,ABM,86.91,52,31,40,88,72,92,94,65.8,BSAeronautical,25,SEA,medium
20606163,Pampanga,20,M,Filipino,Roman Catholic,College Graduate,office and clerical jobs,College Graduate,mgmt. sales and entrepreneural occupations,3,Only Child,B,Max of 2,Parents,Parents,Private,GAS,87.79,52,52,78,31,52,69,5,51.05,BA Comm,23,SAS,high
20634952,Pampanga,19,F,Filipino,Roman Catholic,HS,office and clerical jobs,Post Graduate,helping and teaching occupation,6,2nd,D,Max of 2,Parents,Self,Private,ABM,82.0,24,67,53,11,42,46,37,43.3,BusMgt,23,SBA,medium
20609965,Pampanga,19,M,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,6,2nd,D,Max of 2,Parents,Parents,Private,STEM,89.5,52,52,40,88,95,69,65,67.1,Architecture,26,SEA,medium
20616895,Pampanga,19,M,Filipino,Iglesia Ni Cristo,HS,Skilled and technical jobs,HS,Skilled and technical jobs,5,Eldest,F,Max of 2,Scholarships and Grants,Parents,Public,STEM,95.0,52,91,78,97,91,92,45,80.85,IE,25,SEA,high
20567968,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,5,Youngest,E,Max of 4,Parents,Parents,Private,STEM,89.1,37,96,78,23,62,77,20,54.2,Architecture,26,SEA,high
20568148,Pampanga,18,M,Filipino,Iglesia Ni Cristo,HS,,Elementary,Skilled and technical jobs,7,Middle,E,Max of 2,Parents,Parents,Public,STEM,92.5,52,91,78,92,86,83,53,79.0,CE,25,SEA,high
20635705,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,Skilled and technical jobs,5,Eldest,A,Max of 2,Parents,Parents,Private,STEM,83.0,37,97,53,58,62,16,2,60.25,Accountancy,26,SBA,high
20583178,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,office and clerical jobs,College Graduate,office and clerical jobs,3,Only Child,F,Max of 2,Parents,Parents,Private,STEM,86.65,24,24,78,67,62,69,65,52.55,BSAeronautical,25,SEA,high
20574461,Pampanga,18,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,3,Only Child,F,Max of 2,Parents,Parents,Private,ABM,91.76,24,52,87,88,99,61,79,68.6,Accountancy,26,SBA,high
20603992,Pampanga,19,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,office and clerical jobs,6,Eldest,E,None,Parents,Parents,Private,ABM,96.0,7,84,87,88,80,46,15,69.9,Accountancy,26,SBA,high
20608110,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,5,Youngest,F,Max of 2,Parents,Parents,Private,STEM,86.5,37,24,78,67,52,87,84,57.2,BSAeronautical,25,SEA,medium
20612968,Pampanga,20,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,5,Middle,D,None,Parents,Parents,Private,STEM,85.5,87,88,40,23,42,83,20,63.15,BSITAreaWebDev,23,CICT,medium
20586126,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,4,Eldest,D,Max of 2,Relatives,Relatives,Private,HUMSS,94.75,87,73,97,67,72,92,84,78.75,BA Comm,23,SAS,high
20581560,Pampanga,18,F,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,,5,Middle,,None,Parents,Parents,Public,ABM,93.0,14,79,53,75,52,61,26,55.85,BSAeronautical,25,SEA,mlow
20616445,Outside,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,College Graduate,,4,Youngest,D,Max of 2,Parents,Parents,Private,STEM,96.5,24,37,87,88,42,94,41,59.4,BSAeronautical,25,SEA,medium
20610538,Outside,19,M,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Graduate,office and clerical jobs,3,Only Child,D,Max of 2,Parents,Parents,Private,STEM,89.0,97,84,40,67,72,1,1,59.5,BSAeronautical,25,SEA,medium
20593574,Pampanga,18,M,Filipino,Iglesia Ni Cristo,College Graduate,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,5,Eldest,D,Max of 2,Parents,Parents,Private,STEM,87.48,87,24,87,82,62,69,57,65.85,BSBA-MktgMgmt,23,SBA,medium
20613003,Outside,18,M,Filipino,Protestant,Post Graduate,Skilled and technical jobs,College Graduate,helping and teaching occupation,6,3rd,A,Max of 2,Parents,Parents,Private,STEM,88.19,87,88,93,88,62,94,65,84.05,BSAeronautical,25,SEA,high
20606984,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Undergraduate/Vocational,mgmt. sales and entrepreneural occupations,5,Youngest,E,Max of 2,Relatives,Relatives,Private,ABM,87.31,37,59,17,31,32,61,87,43.8,Accountancy,26,SBA,high
20594801,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,mgmt. sales and entrepreneural occupations,HS,Skilled and technical jobs,6,Eldest,A,Max of 2,Parents,Parents,Private,ABM,88.13,79,88,99,88,86,83,73,87.3,Accountancy,26,SBA,high
20605836,Pampanga,19,F,Filipino,Born Again Christian,College Undergrad/Vocational,Skilled and technical jobs,HS,helping and teaching occupation,3,Only Child,D,Max of 2,Parents,Parents,Public,HUMSS,94.17,37,98,87,82,24,87,17,76.5,BA Comm,23,SAS,high
20618076,Pampanga,18,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,,7,2nd,F,Max of 2,Parents,Parents,Private,STEM,96.0,52,79,5,58,32,87,45,60.95,BSITAreaWebDev,23,CICT,high
20580952,Pampanga,19,M,Filipino,Roman Catholic,HS,Skilled and technical jobs,HS,Skilled and technical jobs,7,4th,F,Max of 2,Scholarships and Grants,Parents,Private,STEM,95.56,91,96,93,97,98,77,33,87.2,CE,25,SEA,high
20598388,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,,5,Middle,F,Max of 2,Parents,Parents,Public,ABM,88.76,24,91,78,82,97,61,26,74.9,Accountancy,26,SBA,high
20600842,Pampanga,18,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,8,Eldest,E,Max of 2,Parents,Parents,Private,STEM,90.13,97,52,27,82,80,98,45,70.45,BSAeronautical,25,SEA,high
20567430,Pampanga,19,F,Filipino,Roman Catholic,College Graduate,office and clerical jobs,Post Graduate,helping and teaching occupation,4,Youngest,E,Max of 2,Parents,Parents,Private,ABM,96.0,79,88,67,97,95,83,49,84.0,Accountancy,26,SBA,high
20614500,Outside,19,M,Filipino,Born Again Christian,College Graduate,Skilled and technical jobs,College Graduate,office and clerical jobs,6,2nd,D,Max of 2,Parents,Parents,Private,STEM,86.22,14,45,40,50,86,77,73,51.2,BSAeronautical,25,SEA,medium
20581953,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,,3,Only Child,E,Max of 2,Parents,Parents,Private,STEM,89.5,37,79,1,92,95,96,61,69.65,Architecture,26,SEA,high
20576823,Pampanga,19,F,Filipino,Roman Catholic,HS,,HS,Skilled and technical jobs,8,4th,D,Max of 2,Parents,Parents,Private,STEM,89.43,37,79,87,97,80,77,91,79.1,BSAeronautical,25,SEA,high
20577352,Pampanga,19,M,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,HS,,5,Middle,D,Max of 2,Parents,Parents,Private,STEM,92.25,52,31,93,92,91,69,89,71.2,BSAeronautical,25,SEA,high
20578397,Pampanga,18,F,Filipino,Roman Catholic,College Graduate,Skilled and technical jobs,College Graduate,mgmt. sales and entrepreneural occupations,3,Only Child,D,Max of 2,Parents,Parents,Private,ABM,96.94,91,84,97,95,86,87,79,89.1,Accountancy,26,SBA,high
20611023,Pampanga,19,F,Filipino,Roman Catholic,College Undergrad/Vocational,Skilled and technical jobs,College Undergraduate/Vocational,Skilled and technical jobs,8,4th,D,Max of 4,Parents,Relatives,Private,TVL,87.75,24,52,27,31,42,87,53,43.85,BSCulinary,26,SHTM,high
